IND	Datum	Tmax	Tmin	Tavg	R	CSP
11934	21.04.1957	7,2	2,7	4,5	2,3	
11934	22.04.1957	12,4	3,4	7,4	0	
11934	23.04.1957	9,7	0,4	6,8	6,3	
11934	24.04.1957	10,4	6,2	7,3	2,5	
11934	25.04.1957	13,3	2,5	9,4	0,4	
11934	26.04.1957	16,7	7,4	11,2	3,4	
11934	27.04.1957	17,4	5,8	10,6	1,9	
11934	28.04.1957	20,2	4,6	12,1	0	
11934	29.04.1957	20,6	6,9	11,2	0	
11934	30.04.1957	21,1	4,6	14	0,8	
11934	01.05.1957	12,2	3,6	4,4	1,1	
11934	02.05.1957	4,5	3,2	3,4	2,7	
11934	03.05.1957	7,1	2,6	4,9	2,2	
11934	04.05.1957	12,9	2,4	7,2		
11934	05.05.1957	8,3	0,7	3,2	2,8	
11934	06.05.1957	5,7	0,3	1,3	5	
11934	07.05.1957	2,1	-1,3	0,4	2,7	2
11934	08.05.1957	3,9	-0,6	1,7	5,7	995
11934	09.05.1957	5,2	-0,2	2,4	1,4	2
11934	10.05.1957	5,8	1,8	4,1	3,3	
11934	11.05.1957	10,6	3,7	7,2	0	
11934	12.05.1957	16	2,1	8,8		
11934	13.05.1957	18,5	1,7	11,1		
11934	14.05.1957	19	6,3	11,3	0,2	
11934	15.05.1957	18,8	4,3	12,6		
11934	16.05.1957	19,8	3,5	12,4		
11934	17.05.1957	19,6	2,7	12,1	6,3	
11934	18.05.1957	18,2	4,3	14		
11934	19.05.1957	19,9	8	15,4	2,2	
11934	20.05.1957	18	8,4	10,8	8,5	
11934	21.05.1957	11,7	7,4	8,8	0	
11934	22.05.1957	10,7	6,1	8,3	0,2	
11934	23.05.1957	18,4	8,4	13,1		
11934	24.05.1957	18,4	7	13,6		
11934	25.05.1957	12,2	5	6,6		
11934	26.05.1957	8	2,3	5,1	0,2	
11934	27.05.1957	5,8	1,6	3,2	0,3	
11934	28.05.1957	6,6	1,4	4,2		
11934	29.05.1957	10,7	1,7	4,5	0	
11934	30.05.1957	13,2	-2,5	8,7		
11934	31.05.1957	15,3	-0,4	10	0	
11934	01.06.1957	17,8	8,3	11,9		
11934	02.06.1957	22	7,4	14,3		
11934	03.06.1957	24	6,3	16,5		
11934	04.06.1957	20,3	12	16,5	1,3	
11934	05.06.1957	17,5	9,3	11,6	1	
11934	06.06.1957	16,9	8	10,9		
11934	07.06.1957	21	1,2	13,4	6,9	
11934	08.06.1957	22,3	10,1	15,2	3,1	
11934	09.06.1957	22,5	10,7	15,6	10	
11934	10.06.1957	21,9	11,4	15,8	0,5	
11934	11.06.1957	26,4	12	19,6		
11934	12.06.1957	29,4	16,6	20,8	11,2	
11934	13.06.1957	21,5	13,8	16,1		
11934	14.06.1957	19,6	6,6	13,1		
11934	15.06.1957	19,4	3,8	13,5		
11934	16.06.1957	23,1	2,8	15,4		
11934	17.06.1957	23,3	2,9	16,6		
11934	18.06.1957	25,1	6,9	17,8	0,4	
11934	19.06.1957	21,6	10,7	15,1	14,7	
11934	20.06.1957	24,5	10,7	15,1	18,7	
11934	21.06.1957	20,4	9,7	15,3		
11934	22.06.1957	23,3	12,5	17,4	4,5	
11934	23.06.1957	24,8	12,4	17,7	1,9	
11934	24.06.1957	25,9	13,3	22,1	1,1	
11934	25.06.1957	23,1	13,2	16,2	6,8	
11934	26.06.1957	15,3	8,2	9,9	0,3	
11934	27.06.1957	16,4	1,2	10,6	0	
11934	28.06.1957	22	3,3	13,9		
11934	29.06.1957	26,4	7,9	18,6		
11934	30.06.1957	28,2	12,4	20,4		
11934	01.07.1957	27	12,2	19,9	0	
11934	02.07.1957	28,3	12,9	18,3	6,4	
11934	03.07.1957	22,8	12,7	16,1		
11934	04.07.1957	27,2	7,1	19,2		
11934	05.07.1957	32,4	15,7	25		
11934	06.07.1957	28,8	15,4	22,2		
11934	07.07.1957	26,9	12,5	19,4	9,4	
11934	08.07.1957	29,8	14	22,7	3	
11934	09.07.1957	27,8	16,4	18	2,6	
11934	10.07.1957	23,3	10,6	17,5	3,2	
11934	11.07.1957	20,1	10,6	16,8	7,4	
11934	12.07.1957	20,7	15,2	16,6	1,6	
11934	13.07.1957	23,9	14	18,7	0	
11934	14.07.1957	22,6	14,3	16,6	15,1	
11934	15.07.1957	20,9	10,3	16,2	42,7	
11934	16.07.1957	19,5	10,9	13	5,5	
11934	17.07.1957	18	10,1	12,3	0	
11934	18.07.1957	18,9	9,5	12,8		
11934	19.07.1957	22,6	6,8	15,4		
11934	20.07.1957	23	9,7	15,8	14,1	
11934	21.07.1957	15,4	12,8	13,1	0,3	
11934	22.07.1957	16,4	9,3	12,7	1,7	
11934	23.07.1957	15,3	9,2	13,2	1,2	
11934	24.07.1957	15,4	11,9	13,3	2	
11934	25.07.1957	17,3	9,1	13,7	0,3	
11934	26.07.1957	19,7	11,8	15,1	0,3	
11934	27.07.1957	18,9	12	14,9	5,8	
11934	28.07.1957	16,7	10,3	11,6	1,8	
11934	29.07.1957	19,2	6	13,2		
11934	30.07.1957	21,3	7,3	13,9		
11934	31.07.1957	19,6	8,3	14		
11934	01.08.1957	20,3	8,3	15,1		
11934	02.08.1957	21,9	8,8	15,6	0	
11934	03.08.1957	18,7	8,8	12,8		
11934	04.08.1957	18	5,4	11,4		
11934	05.08.1957	19,3	6,3	12,8		
11934	06.08.1957	21,5	6,3	14,8		
11934	07.08.1957	22,6	9,2	17,5	2,4	
11934	08.08.1957	21,9	13,7	16		
11934	09.08.1957	22,2	6,1	15,5		
11934	10.08.1957	23,6	10,6	15,4	1,5	
11934	11.08.1957	26,2	11,8	18,4		
11934	12.08.1957	28,3	13,1	20,6		
11934	13.08.1957	26,1	14	19,3		
11934	14.08.1957	31,1	13,6	24,3	1,2	
11934	15.08.1957	25	14,2	16,8		
11934	16.08.1957	24,4	11,1	17,2	5,1	
11934	17.08.1957	17,1	9,8	10,9	0,4	
11934	18.08.1957	19,5	4,4	13,6		
11934	19.08.1957	20,1	5,7	13,9	0,9	
11934	20.08.1957	16,4	9,3	11,8	0,6	
11934	21.08.1957	19,9	5,2	14,8	3,1	
11934	22.08.1957	14,9	8,7	10,7	13,4	
11934	23.08.1957	17	2,6	9,9		
11934	24.08.1957	19,6	4,1	14,6	8	
11934	25.08.1957	20,3	8,7	12,7		
11934	26.08.1957	17	7,5	11,9		
11934	27.08.1957	18,1	4,5	10,3	0	
11934	28.08.1957	17,8	7,4	12,8	22,3	
11934	29.08.1957	13,2	8,6	9,6	10,8	
11934	30.08.1957	15,6	6,8	9,4		
11934	31.08.1957	15,6	3,7	10	1,9	
11934	01.09.1957	15,6	7,2	9,9		
11934	02.09.1957	17,7	1,5	10	1,1	
11934	03.09.1957	19,1	7,7	12,6	2,1	
11934	04.09.1957	13	10,8	11,4	1,3	
11934	05.09.1957	14,6	9,5	11,9		
11934	06.09.1957	19,4	9	11,8		
11934	07.09.1957	20,8	5,7	12		
11934	08.09.1957	24,8	4,1	15,6		
11934	09.09.1957	24,6	9,4	17,6		
11934	10.09.1957	21,8	9,5	14,4	1	
11934	11.09.1957	21,7	11,9	15,6	0,3	
11934	12.09.1957	18,4	8,6	12	9,7	
11934	13.09.1957	13,9	6,2	9,7	2,6	
11934	14.09.1957	15,2	7,4	10	8,2	
11934	15.09.1957	11,4	5,3	6,7		
11934	16.09.1957	13,8	0,4	7		
11934	17.09.1957	9,8	1	5,7	0	
11934	18.09.1957	11,8	3,7	7,2	0	
11934	19.09.1957	13,5	1,6	8,8	1,1	
11934	20.09.1957	15,6	6,8	9,5	0,2	
11934	21.09.1957	15,8	3,6	8,6	0	
11934	22.09.1957	19,6	1,6	13,1		
11934	23.09.1957	19,7	9,8	14,4	5,2	
11934	24.09.1957	17,4	11,5	13,3	6,8	
11934	25.09.1957	13	-0,8	3		
11934	26.09.1957	7,9	-3,5	3	5,2	
11934	27.09.1957	10,4	1,3	5,5		
11934	28.09.1957	11,4	4,6	7,7	0,7	
11934	29.09.1957	10,7	6,6	8,4	3,2	
11934	30.09.1957	9,4	1,2	4		
11934	01.10.1957	6,6	-1,6	3		
11934	02.10.1957	8,8	-3,7	1		
11934	03.10.1957	11	-6,3	3,8		
11934	04.10.1957	8,6	1,7	4,3	0	
11934	05.10.1957	11,6	-4,2	3,7		
11934	06.10.1957	12,6	-3,1	6,9		
11934	07.10.1957	14,7	-0,6	6,7		
11934	08.10.1957	14,6	-0,5	5,4		
11934	09.10.1957	17,4	-1,9	6		
11934	10.10.1957	18,3	-2,5	6,1		
11934	11.10.1957	17,6	-3,1	4,9		
11934	12.10.1957	18,2	-0,4	9,2		
11934	13.10.1957	14	3,8	7		
11934	14.10.1957	15,6	-0,6	8,6		
11934	15.10.1957	13,6	6,1	8,6		
11934	16.10.1957	15,9	5	7,7		
11934	17.10.1957	18,4	1,7	9,2		
11934	18.10.1957	18,5	3,2	12,7		
11934	19.10.1957	19,2	7,2	13,3		
11934	20.10.1957	16,2	7	9,3	9,8	
11934	21.10.1957	7,7	1,5	4	0,2	
11934	22.10.1957	6,8	-1,8	5,2	16,2	
11934	23.10.1957	8	5,9	6,5	10,9	
11934	24.10.1957	9,4	1,2	5,5		
11934	25.10.1957	10,9	-0,3	3,4	0	
11934	26.10.1957	11,9	-3,7	2,1		
11934	27.10.1957	14,4	-2,1	4,4		
11934	28.10.1957	11	-0,6	4,3		
11934	29.10.1957	14,4	-2,1	5,2		
11934	30.10.1957	16,6	-0,9	5,2		
11934	31.10.1957	15,5	1,2	7,2		
11934	01.11.1957	16,1	-2,1	6		
11934	02.11.1957	14,6	0,7	8,7	0	
11934	03.11.1957	14	2,8	8,4	2	
11934	04.11.1957	14,7	5	8		
11934	05.11.1957	12,7	2,8	10		
11934	06.11.1957	13,5	8,6	10,2		
11934	07.11.1957	12,3	4,6	7,2		
11934	08.11.1957	10	4,6	8,2	0,2	
11934	09.11.1957	11,4	4,1	6,4	0,2	
11934	10.11.1957	11,1	1	4,3	0,5	
11934	11.11.1957	9	2,2	5,7	2,4	
11934	12.11.1957	5,4	1,2	2,1	0,2	
11934	13.11.1957	1,7	-2,8	-1,5		
11934	14.11.1957	1,8	-5,2	-2,8		
11934	15.11.1957	5,7	-8,1	-3,1		
11934	16.11.1957	-1,2	-6,8	-2,4	0	
11934	17.11.1957	0	-1,4	-0,8	0,6	
11934	18.11.1957	-0,4	-1,9	-1,5		
11934	19.11.1957	-1,8	-2,9	-2,6	0	
11934	20.11.1957	0,8	-7	-4		
11934	21.11.1957	2,2	-10	-4,8		
11934	22.11.1957	5,2	-11,3	-2,6		
11934	23.11.1957	1	-7,2	-1,9		
11934	24.11.1957	1,9	-5,5	-0,9		
11934	25.11.1957	3,4	-0,7	1,7	0	
11934	26.11.1957	7	1	3,8	0,7	
11934	27.11.1957	4,4	-0,7	1,3	0,1	
11934	28.11.1957	5,8	-1,1	3,9	1,6	
11934	29.11.1957	4,7	-4,7	-1,9	2,3	
11934	30.11.1957	-4,3	-11,2	-9,4		2
11934	01.12.1957	-4,6	-12,4	-8,8		1
11934	02.12.1957	-2,4	-12,5	-6,5		1
11934	03.12.1957	-1,3	-8	-5,5	0	999
11934	04.12.1957	-4	-8,4	-6,7		999
11934	05.12.1957	1,4	-6,9	-2,8	1,3	
11934	06.12.1957	2,4	-6	-2,3		2
11934	07.12.1957	1	-8,8	-3,7		2
11934	08.12.1957	2,2	-3,6	0,3	8,3	995
11934	09.12.1957	3,6	0,3	1,4	5,8	995
11934	10.12.1957	2,3	-2	-1,4	0,4	999
11934	11.12.1957	0,2	-10,8	-3,3	0,2	2
11934	12.12.1957	7,8	-2,2	6,5	0	995
11934	13.12.1957	9,5	3,6	7,3	13	
11934	14.12.1957	7,3	3,6	4,3	1,8	
11934	15.12.1957	4,6	-5,6	-3	0	
11934	16.12.1957	-5,2	-9,3	-8,3		
11934	17.12.1957	-0,9	-10,6	-4,1		
11934	18.12.1957	-0,6	-3,9	-3		
11934	19.12.1957	-3,4	-4,5	-4,1	0,3	
11934	20.12.1957	0,7	-6	-4,2		1
11934	21.12.1957	-1,7	-8,1	-3,7		999
11934	22.12.1957	-4	-6,4	-5,7		999
11934	23.12.1957	-2	-10	-7,3		999
11934	24.12.1957	-3,8	-14,3	-9,4		
11934	25.12.1957	4,7	-10,2	-0,1		
11934	26.12.1957	2,4	-5,2	-2,9		
11934	27.12.1957	-4,2	-10	-6,7		
11934	28.12.1957	-0,2	-7	-4,6		
11934	29.12.1957	0,4	-5,6	-1,6		
11934	30.12.1957	1,7	-1,7	0,1	0	
11934	31.12.1957	1,3	-1,4	-0,4	0,4	999
11934	01.01.1958	4,5	-1,4	1,6		999
11934	02.01.1958	2	-2,9	-2,2	0,4	
11934	03.01.1958	-1,6	-11,6	-7	0	999
11934	04.01.1958	-5,8	-16,6	-14,1		999
11934	05.01.1958	-3,1	-19,9	-9,3	0,5	999
11934	06.01.1958	-1,8	-7,6	-3,9	3,1	999
11934	07.01.1958	1,8	-6,6	-0,6	3,9	6
11934	08.01.1958	-1	-10	-7,1	0,3	11
11934	09.01.1958	-1,6	-12,1	-4,6	0,3	11
11934	10.01.1958	1,4	-3,8	-0,8	1,4	11
11934	11.01.1958	1,9	-4,1	-1,5	0,1	13
11934	12.01.1958	2,6	-1,6	0,9	4	12
11934	13.01.1958	3	0,6	1,4		8
11934	14.01.1958	4	-0,3	0,8	0,6	4
11934	15.01.1958	0,8	-1,2	-0,6	0	3
11934	16.01.1958	-0,7	-3,5	-1,7	0	995
11934	17.01.1958	1,1	-2,5	-0,8	0,2	995
11934	18.01.1958	1,7	-2,1	-0,8	0	999
11934	19.01.1958	2,5	-4,2	0,9	0,3	995
11934	20.01.1958	3,2	0,3	0,9	3	999
11934	21.01.1958	0,4	-5,3	-4,5	3,4	4
11934	22.01.1958	-2,3	-17,2	-11		11
11934	23.01.1958	-5,3	-17,9	-7,6	3,5	10
11934	24.01.1958	-5	-15,3	-11,6		15
11934	25.01.1958	-5,6	-17,2	-13,1		14
11934	26.01.1958	-3,8	-19,2	-14		14
11934	27.01.1958	-5,4	-24,3	-14,9		14
11934	28.01.1958	-3,8	-21,8	-10,6		14
11934	29.01.1958	1,6	-13,6	-2,6		14
11934	30.01.1958	4,7	-10	-5,6		13
11934	31.01.1958	3,8	-10,8	-2,7		12
11934	01.02.1958	2,8	-7,1	-4,2		8
11934	02.02.1958	-4,7	-11,9	-9,3		6
11934	03.02.1958	-0,1	-11,6	-1,8	5,4	6
11934	04.02.1958	0,4	-5,4	-3,2	0	13
11934	05.02.1958	2,3	-4,2	0,6	2,6	9
11934	06.02.1958	2,8	-3,8	-1,6	2,6	7
11934	07.02.1958	-2,7	-8,7	-6,4	1,4	10
11934	08.02.1958	-3,7	-12,7	-5,3		12
11934	09.02.1958	6,2	-7,3	4,9	0	10
11934	10.02.1958	8,9	-2,4	2,8		995
11934	11.02.1958	9,9	2,5	6,9	0	
11934	12.02.1958	9,6	3	6,1		
11934	13.02.1958	10,9	4,5	7,1	0	
11934	14.02.1958	12	0,3	6,2	0	
11934	15.02.1958	9,9	5,3	7,4	0	
11934	16.02.1958	8,3	4,7	6,7	8,6	
11934	17.02.1958	5,9	-3,1	-0,9	0	3
11934	18.02.1958	-1,3	-4,6	-3,6		
11934	19.02.1958	-0,4	-7,2	-4,4		
11934	20.02.1958	-0,6	-8,9	-4,3	1,6	
11934	21.02.1958	2,3	-7,6	-3,9	0,9	4
11934	22.02.1958	-0,8	-11,4	-4,4	1,4	2
11934	23.02.1958	-2,5	-8,5	-5,5	0,4	4
11934	24.02.1958	-2,7	-7,9	-5	4,2	5
11934	25.02.1958	7	-5	2,5	0,3	10
11934	26.02.1958	8,3	1,7	5,3	2	
11934	27.02.1958	6,7	0,7	2,5	12,6	
11934	28.02.1958	0,7	-5,6	-4,3	5,5	995
11934	01.03.1958	-1,4	-16,2	-10,6	0	7
11934	02.03.1958	-1,7	-19,2	-7,7	0,9	7
11934	03.03.1958	-0,7	-6,7	-3,3	0	8
11934	04.03.1958	-1,8	-11,3	-8,6		8
11934	05.03.1958	3,6	-14,3	-1,9		7
11934	06.03.1958	4,7	-2,3	1,8	1	4
11934	07.03.1958	2,6	-1,9	-0,8		1
11934	08.03.1958	-0,8	-3,6	-3	3,5	995
11934	09.03.1958	-1,8	-6,3	-4,9	0	4
11934	10.03.1958	0,6	-13,9	-5,6		4
11934	11.03.1958	0,8	-8,1	-3,1	13	995
11934	12.03.1958	1,5	-9,6	-6,6	1,4	17
11934	13.03.1958	-2	-10,4	-7,5		17
11934	14.03.1958	-2,6	-16,7	-8,5		16
11934	15.03.1958	-3,3	-11,1	-7	0,2	16
11934	16.03.1958	-0,9	-13	-6,7	0,6	16
11934	17.03.1958	-1,8	-10,8	-6,2		16
11934	18.03.1958	-0,2	-13,9	-5,6	0,1	14
11934	19.03.1958	-0,3	-6,1	-2,8	0	12
11934	20.03.1958	1,7	-4,3	-2,2	6,2	9
11934	21.03.1958	-1,2	-9,2	-6,1	11,6	14
11934	22.03.1958	-4,6	-11,4	-8,2	0,9	26
11934	23.03.1958	-0,4	-8,4	-3,5	1	27
11934	24.03.1958	1,9	-7,6	-3,6		28
11934	25.03.1958	3,3	-13,6	-5		24
11934	26.03.1958	7,2	-11,1	-0,7		22
11934	27.03.1958	5,8	0,8	2,5		18
11934	28.03.1958	4,1	1	2,1	0,4	11
11934	29.03.1958	5,7	0,9	2,6	0,3	8
11934	30.03.1958	5,5	0,6	1,8	2	995
11934	31.03.1958	1,3	-3,4	-2,5	0,1	995
11934	01.04.1958	-0,3	-5,8	-3,8		995
11934	02.04.1958	2,5	-6,2	-1,5		995
11934	03.04.1958	6,7	-1,7	2	0,1	995
11934	04.04.1958	5,2	0,9	3,2	2	995
11934	05.04.1958	9,7	2,6	5,2	1,5	
11934	06.04.1958	4,9	0	1,6	1,3	
11934	07.04.1958	1,9	-1,4	-0,4	0,1	
11934	08.04.1958	0,3	-2,7	-2	0,3	999
11934	09.04.1958	1	-3,7	-2,7	0	1
11934	10.04.1958	1,3	-5	-1,6	8,7	
11934	11.04.1958	1,2	-3,9	-2,8	2,2	10
11934	12.04.1958	4,3	-3,9	-0,3	0,2	4
11934	13.04.1958	8,3	-6,1	1,1		999
11934	14.04.1958	12,1	-4,5	3,5		
11934	15.04.1958	11,5	-0,7	4,1	0,9	
11934	16.04.1958	7,4	1,7	4,8	3	
11934	17.04.1958	6,4	0,8	2,8	11,6	
11934	18.04.1958	4,6	0,3	1,8		
11934	19.04.1958	7,3	-1,4	1,7	1	
11934	20.04.1958	7,8	-0,1	5,1	1,2	
11934	21.04.1958	10,4	4,3	5,7	2,7	
11934	22.04.1958	6,5	1,6	3,3	0,5	
11934	23.04.1958	8	1,9	3	0	
11934	24.04.1958	8	-2,1	2,2	0	
11934	25.04.1958	12,1	-2,8	5		
11934	26.04.1958	13,3	-1,5	6,8		
11934	27.04.1958	12,8	2,4	9,3	3	
11934	28.04.1958	9,7	1,7	5,9		
11934	29.04.1958	9,7	-2,3	5,7	0	
11934	30.04.1958	9,7	1,4	4,1		
11934	01.05.1958	16,8	-1,5	9,9	0,3	
11934	02.05.1958	16,2	6,8	10,1		
11934	03.05.1958	18,6	4,2	10,3	1,3	
11934	04.05.1958	11,3	2,1	5,2	0	
11934	05.05.1958	13,4	-0,3	8,1		
11934	06.05.1958	14,9	5,7	10,4	1,6	
11934	07.05.1958	16,6	7,4	9,9	0,9	
11934	08.05.1958	17,5	1,4	12,9	1,5	
11934	09.05.1958	20,7	8,9	14,9	4,2	
11934	10.05.1958	23,6	8,7	16,4	4,2	
11934	11.05.1958	27,5	9,2	19,2		
11934	12.05.1958	28,9	10,2	20,1		
11934	13.05.1958	24	10,8	15,3		
11934	14.05.1958	24,5	5,5	16,4		
11934	15.05.1958	27,1	12,7	21,8	3,3	
11934	16.05.1958	21,7	11,3	16,2	1,7	
11934	17.05.1958	19,3	9	12	6,3	
11934	18.05.1958	16,7	3,7	10,3		
11934	19.05.1958	17,9	7,3	11,4		
11934	20.05.1958	20,6	1,8	13		
11934	21.05.1958	26,1	8,7	19,1		
11934	22.05.1958	21,9	10,9	16,3	1,8	
11934	23.05.1958	24,6	11,2	15,4	5,6	
11934	24.05.1958	22,9	7,1	15,2	0	
11934	25.05.1958	23,7	7	16,8		
11934	26.05.1958	25	10	17,4		
11934	27.05.1958	26,5	10,7	20,2		
11934	28.05.1958	27	13,5	20,5	22,7	
11934	29.05.1958	18,8	9,3	10,6	7,7	
11934	30.05.1958	17,2	9,3	12,4		
11934	31.05.1958	20,4	9,8	13	7,6	
11934	01.06.1958	19,2	9,9	13,9		
11934	02.06.1958	21,2	7	15,4		
11934	03.06.1958	23,3	7,9	17,3	3,4	
11934	04.06.1958	19,8	10,6	14,2	9	
11934	05.06.1958	15,8	9,2	10,9		
11934	06.06.1958	13,5	5,7	8,5		
11934	07.06.1958	15,7	2,8	8,1		
11934	08.06.1958	22	0,7	14,4		
11934	09.06.1958	21,2	7,6	14,1		
11934	10.06.1958	18,9	5,6	14,6		
11934	11.06.1958	16,6	9,9	12,6	16,1	
11934	12.06.1958	13,8	10,2	12,1	1,3	
11934	13.06.1958	11,8	8,3	9,9	3,5	
11934	14.06.1958	15,1	8,6	10,8		
11934	15.06.1958	18,1	4	11,6		
11934	16.06.1958	18,3	1,7	12,3		
11934	17.06.1958	20,2	3,3	12,8		
11934	18.06.1958	20,7	5	14,3	0	
11934	19.06.1958	18,6	11,1	12,2	0	
11934	20.06.1958	17,3	9,4	13,6	0,7	
11934	21.06.1958	20,9	13,4	15,1	2,1	
11934	22.06.1958	15,7	11,2	13,1	12,9	
11934	23.06.1958	18,5	8,8	13,2	4,9	
11934	24.06.1958	20,8	7,1	15,2	1,6	
11934	25.06.1958	15,1	10,2	12	2,6	
11934	26.06.1958	21,2	8,5	14,8	0,2	
11934	27.06.1958	16,6	12,1	13,2	9,8	
11934	28.06.1958	17	9,9	11,9	14,2	
11934	29.06.1958	13,4	9,9	10,5	63,3	
11934	30.06.1958	19,7	7,7	14,6	0,2	
11934	01.07.1958	20,5	12,7	16,6		
11934	02.07.1958	21,6	9,2	15,3	3,9	
11934	03.07.1958	21,8	11,7	16,8	14,9	
11934	04.07.1958	16,8	12	13,4	0,2	
11934	05.07.1958	16,7	12,4	13,6	7,1	
11934	06.07.1958	21,4	12,9	15,7	2,8	
11934	07.07.1958	20,4	13,2	15,6	0,1	
11934	08.07.1958	20,6	11,2	14,1	0,8	
11934	09.07.1958	20	6,9	14,6		
11934	10.07.1958	21,3	7,8	16,2		
11934	11.07.1958	24,7	9,4	17,6		
11934	12.07.1958	24,8	11,1	18,4		
11934	13.07.1958	27,5	14,3	21,6		
11934	14.07.1958	27,2	12,6	18,2	12,8	
11934	15.07.1958	26,4	11	17	14,7	
11934	16.07.1958	28,4	11,7	20,2		
11934	17.07.1958	29,7	15,5	19,1	3,6	
11934	18.07.1958	20,8	11,5	14,1		
11934	19.07.1958	21,1	5,8	14,1		
11934	20.07.1958	24,8	7,8	17,7	0	
11934	21.07.1958	22,3	9,5	15,3	0,2	
11934	22.07.1958	23,3	9,7	17,2	16,2	
11934	23.07.1958	19,7	11,2	13,3	3,7	
11934	24.07.1958	17	8,4	13,1	1,8	
11934	25.07.1958	18	7,4	12,4	0,1	
11934	26.07.1958	16,6	8,5	12,1	0	
11934	27.07.1958	21,3	5,6	13	0,7	
11934	28.07.1958	21,7	10,1	15,9	0,8	
11934	29.07.1958	26,3	11,7	19	4	
11934	30.07.1958	23,9	14,7	18		
11934	31.07.1958	25,2	10,9	18,4		
11934	01.08.1958	27,2	10,8	20,4		
11934	02.08.1958	29,1	16	20	0,9	
11934	03.08.1958	20,9	10,5	12,6	23,5	
11934	04.08.1958	16,1	9,3	11	0,3	
11934	05.08.1958	20	5,6	12,6		
11934	06.08.1958	22,4	5,2	15		
11934	07.08.1958	24,3	7,2	15,9	0,3	
11934	08.08.1958	15,6	11,7	13,1	18,8	
11934	09.08.1958	22,3	5,7	15,6		
11934	10.08.1958	20,7	9,8	14,2		
11934	11.08.1958	21,3	6,7	13,8		
11934	12.08.1958	22,4	6,3	15,1	1,6	
11934	13.08.1958	20	13,6	15,7	0,9	
11934	14.08.1958	21,6	13,2	16,1	0,3	
11934	15.08.1958	20,5	11,3	16,5	0	
11934	16.08.1958	25	11	18,5	0,5	
11934	17.08.1958	22,8	12,1	16,6		
11934	18.08.1958	23,4	10,3	16,5	3	
11934	19.08.1958	22,9	11,1	17,5	8	
11934	20.08.1958	27,4	12,4	18	6,9	
11934	21.08.1958	21	10,1	15,4	0	
11934	22.08.1958	22,7	10,3	18	0	
11934	23.08.1958	21,2	12,3	16,5	0	
11934	24.08.1958	20,3	10,6	13,4	0,8	
11934	25.08.1958	22,2	7,5	14,6	5,8	
11934	26.08.1958	18,7	10,1	13,1	4	
11934	27.08.1958	16,9	10	11,9	0	
11934	28.08.1958	18,1	7	10,3		
11934	29.08.1958	20,8	5,2	12,8	1,3	
11934	30.08.1958	17,9	10,9	14,5	5,4	
11934	31.08.1958	16,4	11,8	13,4	1,1	
11934	01.09.1958	17,1	11,6	13	0	
11934	02.09.1958	15,7	4	9,5		
11934	03.09.1958	16,2	0,1	7,7		
11934	04.09.1958	16,4	-1,4	7,1		
11934	05.09.1958	19,7	1,1	11,2		
11934	06.09.1958	22,8	6,2	12,9		
11934	07.09.1958	22,8	6,6	12,6		
11934	08.09.1958	25,3	4,9	15,3		
11934	09.09.1958	19,9	7,4	12,5	2,5	
11934	10.09.1958	18,3	8,7	11,8	0,5	
11934	11.09.1958	14,7	7,1	11,3	4,4	
11934	12.09.1958	16,3	7,4	10,3	0,9	
11934	13.09.1958	16,2	5,7	8,7		
11934	14.09.1958	18,9	-0,3	8,2		
11934	15.09.1958	21,8	3,1	12,6		
11934	16.09.1958	21,5	5,4	14,8		
11934	17.09.1958	15,1	10,2	12,5	0,5	
11934	18.09.1958	17,7	10,4	12	0	
11934	19.09.1958	17,3	9,5	12,4	0,5	
11934	20.09.1958	17,2	9,1	10,9		
11934	21.09.1958	19,7	5,6	12,9	0	
11934	22.09.1958	17,4	11,4	13,1	32,9	
11934	23.09.1958	13,7	7,5	8,9		
11934	24.09.1958	13,9	3,5	9,1	0,4	
11934	25.09.1958	17,2	7,6	12,8	3,5	
11934	26.09.1958	13,4	7,1	8,8	0	
11934	27.09.1958	12,4	6,1	7,9	0	
11934	28.09.1958	11,4	2,6	5,7		
11934	29.09.1958	14,2	-2,1	6,9		
11934	30.09.1958	16,2	1,6	10,4		
11934	01.10.1958	18,4	8,6	12,2		
11934	02.10.1958	12,1	6,3	10,7	0,8	
11934	03.10.1958	14,8	10,8	11,4	9,8	
11934	04.10.1958	17,8	8,5	11,1		
11934	05.10.1958	18,9	7,7	11,7		
11934	06.10.1958	19,2	7,1	12,6		
11934	07.10.1958	19,2	9,6	14,1	0	
11934	08.10.1958	14,6	8,3	12,4	7,3	
11934	09.10.1958	18,2	7	9,6		
11934	10.10.1958	16,6	3,1	8,2		
11934	11.10.1958	19,8	2	11,1		
11934	12.10.1958	21,3	4,5	14,6	0,1	
11934	13.10.1958	18,2	9,3	11,5	5,4	
11934	14.10.1958	10,5	6,3	7,2	8,5	
11934	15.10.1958	9,6	5,4	6,8	4,4	
11934	16.10.1958	7,8	3,5	4,7	3,7	
11934	17.10.1958	5,7	0,3	2,3	1,2	
11934	18.10.1958	5,6	0,8	2,1	0	
11934	19.10.1958	4,5	-2,2	1,9	0	
11934	20.10.1958	3,6	-1,3	0,2	0	
11934	21.10.1958	5,4	-4,8	1,2		
11934	22.10.1958	6,3	-0,8	1,4		
11934	23.10.1958	8,1	-0,4	3,5	0	
11934	24.10.1958	9,6	2,8	5,6		
11934	25.10.1958	11,3	3,9	7,4	0,1	
