IND	Datum	Tmax	Tmin	Tavg	R	CSP
11934	15.03.2010	1,5	-5	-2,5	0,9	2
11934	16.03.2010	1,7	-5,4	-3,2	0	4
11934	17.03.2010	2,4	-7,1	-1,2	0	1
11934	18.03.2010	9,1	-2	3,2		995
11934	19.03.2010	12,9	-5,2	6,5		
11934	20.03.2010	15,8	1,3	8,7	0,1	
11934	21.03.2010	16,5	4	9,7	0,1	
11934	22.03.2010	12,8	1,5	5,9	0	
11934	23.03.2010	13,7	-4,3	5,6		
11934	24.03.2010	15,7	-1,6	5,3		
11934	25.03.2010	16,4	-2,3	9,6	0	
11934	26.03.2010	15	7,8	11,9	0	
11934	27.03.2010	13,1	4,9	7,8		
11934	28.03.2010	12,2	0,2	5,2		
11934	29.03.2010	13,2	-0,4	6,9		
11934	30.03.2010	13,6	1,3	8,1		
11934	31.03.2010	12,3	3,7	7,7	0,1	
11934	01.04.2010	11,9	1,1	4,2		
11934	02.04.2010	9,4	-3,7	3,7	2,5	
11934	03.04.2010	12,3	-0,2	4,9		
11934	04.04.2010	11	-1	5,9	1,2	
11934	05.04.2010	7,8	3,7	5,4	8,6	
11934	06.04.2010	9,4	2,8	4,7		
11934	07.04.2010	10,5	1,1	4,8		
11934	08.04.2010	16	0,3	8,9	0	
11934	09.04.2010	17,5	2,5	9,4	2,3	
11934	10.04.2010	9,7	2,1	3	3,1	
11934	11.04.2010	4,9	-0,9	2,7	3,6	
11934	12.04.2010	11,2	0,5	6,2	0	
11934	13.04.2010	7,9	2,8	4,8	16,5	
11934	14.04.2010	7,4	3,5	6,2	29	
11934	15.04.2010	11	1,8	4,6	5,9	
11934	16.04.2010	11,3	1,2	5,7	1,2	
11934	17.04.2010	12,2	0,5	5,5		
11934	18.04.2010	15,6	-1,8	8,9	4,7	
11934	19.04.2010	11,8	5,9	7,5	5,9	
11934	20.04.2010	15,3	1,5	7,6	0	
11934	21.04.2010	14,4	3,5	7,4	0	
11934	22.04.2010	8,7	-1	3,6		
11934	23.04.2010	14,4	-4,9	6,7		
11934	24.04.2010	18	0,9	10,8		
11934	25.04.2010	17,6	0,4	10,4		
11934	26.04.2010	20,3	1,6	13,2	0,5	
11934	27.04.2010	18,5	9	12,2	0	
11934	28.04.2010	15,1	2,9	8,6	0	
11934	29.04.2010	20,4	0	12,5		
11934	30.04.2010	23,1	6,1	16,2		
11934	01.05.2010	22,7	6	15,2		
11934	02.05.2010	19,8	8	12,7	8,2	
11934	03.05.2010	17,3	11	13,3	2,2	
11934	04.05.2010	19,4	8,6	12,6	6,6	
11934	05.05.2010	14,5	8,1	9,9	14,8	
11934	06.05.2010	16,8	7,7	12	10,2	
11934	07.05.2010	14,3	6,6	9,1	0	
11934	08.05.2010	15,7	4,7	10,8	4	
11934	09.05.2010	14,1	8,1	10,3	0	
11934	10.05.2010	16	5,8	11,6	0,8	
11934	11.05.2010	18,6	5,4	13,1	17,5	
11934	12.05.2010	16,5	10,6	11,5	6,7	
11934	13.05.2010	19,3	10,1	13,9	7,7	
11934	14.05.2010	17	9,7	11,5	1,5	
11934	15.05.2010	14,9	7	11	11,2	
11934	16.05.2010	10,9	5	7,9	15,5	
11934	17.05.2010	9,4	5,4	6,6	2,6	
11934	18.05.2010	10,3	3,3	5,9	1,9	
11934	19.05.2010	8,3	4,6	6,9	5,5	
11934	20.05.2010	14,2	5	10,4	1,5	
11934	21.05.2010	17,6	7,9	12,6	0,4	
11934	22.05.2010	20,5	8	14	8,6	
11934	23.05.2010	20	9,1	13,3	0,1	
11934	24.05.2010	18,9	8,1	13,4	1,9	
11934	25.05.2010	18,6	10,3	13,9	0,1	
11934	26.05.2010	15,1	4,2	12,7	2,5	
11934	27.05.2010	18,3	10,4	13	5,2	
11934	28.05.2010	21,1	10,4	15,4	0,1	
11934	29.05.2010	17,9	9,2	13	0	
11934	30.05.2010	21,1	7,9	14,1	1,3	
11934	31.05.2010	16,6	9,1	11,6	18,1	
11934	01.06.2010	11,5	8,1	9,9	30,3	
11934	02.06.2010	16,2	8	10,1	0,1	
11934	03.06.2010	17,5	3,7	12,9	40,5	
11934	04.06.2010	14,9	11,4	13,1	4	
11934	05.06.2010	19,5	6,1	13,7		
11934	06.06.2010	23,1	4,5	16		
11934	07.06.2010	25,1	8,3	18,9		
11934	08.06.2010	23,8	11,2	17,3	9	
11934	09.06.2010	27,4	10,5	20,2		
11934	10.06.2010	27,4	13,7	22,2		
11934	11.06.2010	29,9	16,7	23,9		
11934	12.06.2010	30,2	13,1	23,5		
11934	13.06.2010	23,4	14,7	17,5	2,7	
11934	14.06.2010	20,6	12,6	14,9	38,7	
11934	15.06.2010	18,9	10,1	14,6	4,2	
11934	16.06.2010	14,9	11,3	12,9	3,1	
11934	17.06.2010	20,2	7,4	14,2		
11934	18.06.2010	20,7	6,1	14,4	1,5	
11934	19.06.2010	17,6	11,5	12,6	11,1	
11934	20.06.2010	17,3	11,1	12,9	6,5	
11934	21.06.2010	15,4	10,6	11,9	3,1	
11934	22.06.2010	15	11	13,6	0	
11934	23.06.2010	18,8	8,1	13,7		
11934	24.06.2010	19	8,7	13,2	0	
11934	25.06.2010	16,7	10,1	12,2	0,2	
11934	26.06.2010	20,7	9,5	16		
11934	27.06.2010	22,3	8,3	17,3		
11934	28.06.2010	22,6	13,1	18,5		
11934	29.06.2010	24,1	9,1	18,2		
11934	30.06.2010	25,1	10,7	19		
11934	01.07.2010	26,3	12,3	19,4	0,4	
11934	02.07.2010	26,1	10,4	19,4	0	
11934	03.07.2010	25,3	13	18		
11934	04.07.2010	24,5	8,6	17,3	2	
11934	05.07.2010	20,8	12,2	15,8	12,3	
11934	06.07.2010	25,3	10,5	15,7	3,4	
11934	07.07.2010	17,7	10,7	13	0	
11934	08.07.2010	21,6	5,3	14,9		
11934	09.07.2010	23,8	7,3	16,8		
11934	10.07.2010	26,2	9	19,3		
11934	11.07.2010	27,5	11,7	21,2		
11934	12.07.2010	28,8	12,7	22		
11934	13.07.2010	28,4	13,7	21,9	5,1	
11934	14.07.2010	29	15,5	22,3		
11934	15.07.2010	29,9	14,9	22,8		
11934	16.07.2010	30,2	15,6	22		
11934	17.07.2010	30,9	15,1	23	3,1	
11934	18.07.2010	24,9	16	19,4	7,7	
11934	19.07.2010	20,3	15,5	17,1		
11934	20.07.2010	26,5	15,3	19,3	0,2	
11934	21.07.2010	27,8	14	20,6	10	
11934	22.07.2010	27,8	13,8	20,5	0	
11934	23.07.2010	28,3	13,2	19,8	32,8	
11934	24.07.2010	24,8	15,8	18,9	3,3	
11934	25.07.2010	16,3	11,9	12,8	17,5	
11934	26.07.2010	16,8	11,3	13,5		
11934	27.07.2010	14,9	10,2	12,8	11,1	
11934	28.07.2010	14,3	11,1	13,3	4,2	
11934	29.07.2010	22,5	12,2	17,4	7,8	
11934	30.07.2010	22,5	12,9	17	20,5	
11934	31.07.2010	25,8	13,5	18,3	2,8	
11934	01.08.2010	27,4	13,7	20,5		
11934	02.08.2010	27,6	12,7	20,2		
11934	03.08.2010	27,5	11,5	20,3	1,9	
11934	04.08.2010	18,6	13,4	15	0	
11934	05.08.2010	24,3	10,3	18,9		
11934	06.08.2010	25,6	14,8	17,9	11,4	
11934	07.08.2010	24,4	13,3	16,7	0	
11934	08.08.2010	21,7	10,1	17,4		
11934	09.08.2010	23,3	11	15,1	6,9	
11934	10.08.2010	23,6	11,7	17		
11934	11.08.2010	24,9	9,9	18,3		
11934	12.08.2010	26,1	11,1	18,3		
11934	13.08.2010	26,9	10,6	19,5	10,8	
11934	14.08.2010	27,6	15,5	20		
11934	15.08.2010	26,8	15	18,9	32,5	
11934	16.08.2010	25,8	13,5	17,8	23,5	
11934	17.08.2010	21,5	11,1	15,4	0,8	
11934	18.08.2010	18,6	12	15,3		
11934	19.08.2010	21,3	10,4	16,4	0	
11934	20.08.2010	21,4	6,4	14,1		
11934	21.08.2010	24,2	7,1	16		
11934	22.08.2010	26,2	8,9	18,5		
11934	23.08.2010	26,4	14,1	20,3		
11934	24.08.2010	24,2	14,5	17,4	2,9	
11934	25.08.2010	20,3	12,1	14,5		
11934	26.08.2010	21,8	6,1	16,5		
11934	27.08.2010	27,8	16,2	19,5	2,1	
11934	28.08.2010	18,6	10,5	13,6	0	
11934	29.08.2010	16,3	7,3	10,7		
11934	30.08.2010	14,5	2,5	9,6	8,8	
11934	31.08.2010	10,8	6,9	9	12,7	
11934	01.09.2010	9,5	6,8	8,1	26,6	
11934	02.09.2010	15,3	7,1	10,8	0	
11934	03.09.2010	14,6	6,6	9,9	0	
11934	04.09.2010	13	6	9,9	5,2	
11934	05.09.2010	13	5,1	7,3	0,1	
11934	06.09.2010	11,9	2,2	8,1	0	
11934	07.09.2010	14,8	-0,1	7	0	
11934	08.09.2010	11,5	2,4	9,8	4,3	
11934	09.09.2010	19,5	8,7	13	0,1	
11934	10.09.2010	15,8	9,3	13,1	17,6	
11934	11.09.2010	14,9	10,7	12,3	2,1	
11934	12.09.2010	17,1	10	12,4	0,1	
11934	13.09.2010	20,4	9,9	14,5	0,7	
11934	14.09.2010	17,4	11	13,3	0,2	
11934	15.09.2010	18,8	10,8	14,7	4,7	
11934	16.09.2010	17,3	8,3	12,3	0	
11934	17.09.2010	12,7	4,9	9,3	6,6	
11934	18.09.2010	16,4	7,7	10,4		
11934	19.09.2010	12,6	4,9	8,7		
11934	20.09.2010	15,8	0,1	7		
11934	21.09.2010	19,3	1	9,4	0	
11934	22.09.2010	20,2	4,8	10,6	0	
11934	23.09.2010	19,5	2,1	10,4		
11934	24.09.2010	19,8	6	12		
11934	25.09.2010	18,4	7,8	12,8	3	
11934	26.09.2010	14,8	9,8	13,9	12,4	
11934	27.09.2010	14,1	6,8	8,4	2,9	
11934	28.09.2010	10,3	6,7	8,3	0,8	
11934	29.09.2010	11,4	6	7,8	0,2	
11934	30.09.2010	8,5	3,7	4,6	0	
11934	01.10.2010	7,9	3,1	5,6	3,4	
11934	02.10.2010	9,5	4	6,6		
11934	03.10.2010	12,6	1,5	5,4		
11934	04.10.2010	12,8	-0,6	7,3	9,3	
11934	05.10.2010	10	6,3	7,9	12,6	
11934	06.10.2010	13,2	0	5,6		
11934	07.10.2010	14,9	-1,8	4,8		
11934	08.10.2010	11,2	-3,6	2,8		
11934	09.10.2010	11,6	-2,9	5,1		
11934	10.10.2010	12,4	-2,6	2,8		
11934	11.10.2010	14	-3,1	2,9		
11934	12.10.2010	15	-4,1	3,9		
11934	13.10.2010	10,3	-3,5	1,6		
11934	14.10.2010	14,3	-4,9	4,3		
11934	15.10.2010	9,8	-3	4,7	0	
11934	16.10.2010	9,6	-0,3	4,7		
11934	17.10.2010	7	2,7	4,2	0	
11934	18.10.2010	7,1	2	4,3	0	
11934	19.10.2010	10,9	1,9	6,2	0,8	
11934	20.10.2010	8,7	2,3	4,8	0	
11934	21.10.2010	5,3	0,4	2,2	0	
11934	22.10.2010	8,6	-0,8	4,2		
11934	23.10.2010	11,1	-0,6	5,8		
11934	24.10.2010	12,4	3,6	7,3	0,4	
11934	25.10.2010	8	2,2	4,4	4	
11934	26.10.2010	4	-2,1	0,3	0,1	999
11934	27.10.2010	5,9	-6,7	-1,2		
11934	28.10.2010	8,4	-7,3	-0,1		
11934	29.10.2010	10,5	-4,5	0,9		
11934	30.10.2010	13,3	-4,6	3,5		
11934	31.10.2010	15,8	1,9	7,3		
11934	01.11.2010	14,6	3,6	8,8		
11934	02.11.2010	15,7	2,8	6,9		
11934	03.11.2010	16	-0,5	9	0,6	
11934	04.11.2010	12,3	7,3	11,2		
11934	05.11.2010	15,4	11,2	12,5		
11934	06.11.2010	13,8	9,1	10,6		
11934	07.11.2010	9,9	5,4	7,7	1,5	
11934	08.11.2010	10,9	4,8	8,1	6,3	
11934	09.11.2010	9,7	5,8	7,4	12,5	
11934	10.11.2010	9,5	4,3	6,5	10	
11934	11.11.2010	9,7	1	4,2		
11934	12.11.2010	7,3	-0,4	6,5	3,2	
11934	13.11.2010	14,1	5,6	10,1	0	
11934	14.11.2010	16,8	6,4	10,1		
11934	15.11.2010	16,8	8,3	12,1		
11934	16.11.2010	12,8	3,8	8,5	0	
11934	17.11.2010	13,3	1,6	6,6	0,9	
11934	18.11.2010	8,6	3,2	7,1	6,6	
11934	19.11.2010	8,7	4,8	7,2	2,2	
11934	20.11.2010	8,6	0,3	3,8	0	
11934	21.11.2010	8,3	0,8	5,1	0	
11934	22.11.2010	7,5	4,2	5,8	18,1	
11934	23.11.2010	6,6	1,1	3		
11934	24.11.2010	2,6	-2	-0,3	0	
11934	25.11.2010	2	-3	-1	0	999
11934	26.11.2010	2,5	-7,6	-4,1	0,4	995
11934	27.11.2010	-0,7	-6,1	-2,7	5	1
11934	28.11.2010	-0,8	-7,7	-1,9	25,6	8
11934	29.11.2010	1,4	-3,4	-1,6	0,5	34
11934	30.11.2010	-2,6	-15,3	-10,6		29
11934	01.12.2010	-7,5	-18,6	-9,5	6,5	27
11934	02.12.2010	2,5	-9,6	-1,9	0,4	30
11934	03.12.2010	-0,5	-7	-3,1	5,9	29
11934	04.12.2010	-3,2	-16,9	-10,9		35
11934	05.12.2010	-0,4	-23,9	-8,6		34
11934	06.12.2010	0,9	-6,2	-1	0,1	28
11934	07.12.2010	6,3	-0,9	2,4	5,3	22
11934	08.12.2010	7,4	-1,5	4,6		12
11934	09.12.2010	8,1	-4,3	-0,6	1,3	7
11934	10.12.2010	-2,1	-7,3	-5,7	0	8
11934	11.12.2010	-2,7	-11,5	-6,2	2,7	6
11934	12.12.2010	-2,6	-6,7	-4,4	2,6	10
11934	13.12.2010	-3,1	-8,2	-5,9	0	13
11934	14.12.2010	-5,5	-14,5	-9,3	0	11
11934	15.12.2010	-8	-20,6	-12,2	0	11
11934	16.12.2010	-5,2	-16,9	-13,1	0	10
11934	17.12.2010	-8,3	-21,6	-16,9		10
11934	18.12.2010	-10,6	-21,7	-13,4	2,8	10
11934	19.12.2010	-3,4	-15,7	-8,1	0	13
11934	20.12.2010	4,1	-9,3	-0,9		12
11934	21.12.2010	7,3	-5,6	1,5	0,7	11
11934	22.12.2010	6,8	1	5	3,5	9
11934	23.12.2010	8,8	3,9	6,1		3
11934	24.12.2010	7	1,9	3,9	0,4	995
11934	25.12.2010	3,7	-3,7	-0,8	5,9	995
11934	26.12.2010	-2,9	-9,1	-7,6	4,9	4
11934	27.12.2010	-8,1	-15,7	-12,1	0	6
11934	28.12.2010	-8,5	-18,8	-12,4	2,4	6
11934	29.12.2010	-8,7	-19,9	-15,6		10
11934	30.12.2010	-6,3	-18,6	-14,6	0	9
11934	31.12.2010	-9,9	-18,6	-12,2	0	9
11934	01.01.2011	-2	-13,3	-5,9	0,1	9
11934	02.01.2011	-1,4	-12,6	-7,8	0	8
11934	03.01.2011	-2,4	-17,6	-9,4	0	8
11934	04.01.2011	-8,5	-22	-14,6	0	8
11934	05.01.2011	-4,3	-18,5	-13,6		8
11934	06.01.2011	1,8	-16	-1,4	0	7
11934	07.01.2011	2,4	-4,2	-0,8	0	7
11934	08.01.2011	2,7	-2,8	0,9	1	7
11934	09.01.2011	2,5	-3,1	-0,6		5
11934	10.01.2011	3	-0,7	1,2	0	5
11934	11.01.2011	2,7	-0,1	1,7		3
11934	12.01.2011	5,2	-0,6	2	0	2
11934	13.01.2011	3	0,2	1,8	1,2	2
11934	14.01.2011	8	0	5,7	0	995
11934	15.01.2011	7,1	3,1	4,8	0,1	995
11934	16.01.2011	5,1	-3,3	2	0	995
11934	17.01.2011	1,7	-6,6	-3		
11934	18.01.2011	1,8	-7,4	-3,3		
11934	19.01.2011	3,2	-4,3	-0,1	2,9	
11934	20.01.2011	0,9	-5,6	-2,8	0	3
11934	21.01.2011	0,4	-12,2	-8,7	0	2
11934	22.01.2011	-3,9	-10,8	-7,3	0	2
11934	23.01.2011	0,2	-14,2	-4,8	0,6	2
11934	24.01.2011	-3,7	-15,2	-10	0	3
11934	25.01.2011	-3,4	-17,9	-8,4	0,1	3
11934	26.01.2011	-1,8	-8,1	-6,1	0,1	3
11934	27.01.2011	-1,2	-12,9	-6,2		3
11934	28.01.2011	-0,8	-13,5	-7,7	0	3
11934	29.01.2011	-0,8	-17	-9,4		3
11934	30.01.2011	1,2	-16,7	-10,1		3
11934	31.01.2011	0,3	-15,7	-8,2		3
11934	01.02.2011					3
11934	02.02.2011					3
11934	03.02.2011					3
11934	04.02.2011					3
11934	05.02.2011					3
11934	06.02.2011					0
11934	07.02.2011					0
11934	08.02.2011					0
11934	09.02.2011					0
11934	10.02.2011					0
11934	11.02.2011					0
11934	12.02.2011					0
11934	13.02.2011					0
11934	14.02.2011					0
11934	15.02.2011					0
11934	16.02.2011					0
11934	17.02.2011					0
11934	18.02.2011					0
11934	19.02.2011					0
11934	20.02.2011					1
11934	21.02.2011					1
11934	22.02.2011					1
11934	23.02.2011					1
11934	24.02.2011					1
11934	25.02.2011					3
11934	26.02.2011					2
11934	27.02.2011					0
11934	28.02.2011					0
11934	01.03.2011					0
11934	02.03.2011					0
11934	03.03.2011					0
11934	04.03.2011					0
11934	05.03.2011					0
11934	06.03.2011					0
11934	07.03.2011					1
11934	08.03.2011					0
11934	09.03.2011					0
11934	10.03.2011					0
11934	11.03.2011					0
11934	12.03.2011					0
11934	13.03.2011					0
11934	14.03.2011					0
11934	15.03.2011					0
11934	16.03.2011					0
11934	17.03.2011					0
11934	18.03.2011					0
11934	19.03.2011					0
11934	20.03.2011					3
11934	21.03.2011					0
11934	22.03.2011					0
11934	23.03.2011					0
11934	24.03.2011					0
11934	25.03.2011					0
11934	26.03.2011					0
11934	27.03.2011					0
11934	28.03.2011					0
11934	29.03.2011					0
11934	30.03.2011					0
11934	31.03.2011					0
11934	01.04.2011					0
11934	02.04.2011					0
11934	03.04.2011					0
11934	04.04.2011					0
11934	05.04.2011					0
11934	06.04.2011					0
11934	07.04.2011					0
11934	08.04.2011					0
11934	09.04.2011					0
11934	10.04.2011					0
11934	11.04.2011					0
11934	12.04.2011					0
11934	13.04.2011					0
11934	14.04.2011					0
11934	15.04.2011					0
11934	16.04.2011					0
11934	17.04.2011					0
11934	18.04.2011					0
11934	19.04.2011					0
11934	20.04.2011					0
11934	21.04.2011					0
11934	22.04.2011					0
11934	23.04.2011					0
11934	24.04.2011					0
11934	25.04.2011					0
11934	26.04.2011					0
11934	27.04.2011					0
11934	28.04.2011					0
11934	29.04.2011					0
11934	30.04.2011					0
11934	01.05.2011					0
11934	02.05.2011					0
11934	03.05.2011					0
11934	04.05.2011					0
11934	05.05.2011					0
11934	06.05.2011					0
11934	07.05.2011					0
11934	08.05.2011					0
11934	09.05.2011					0
11934	10.05.2011					0
11934	11.05.2011					0
11934	12.05.2011					0
11934	13.05.2011					0
11934	14.05.2011					0
11934	15.05.2011					0
11934	16.05.2011					0
11934	17.05.2011					0
11934	18.05.2011					0
11934	19.05.2011					0
11934	20.05.2011					0
11934	21.05.2011					0
11934	22.05.2011					0
11934	23.05.2011					0
11934	24.05.2011					0
11934	25.05.2011					0
11934	26.05.2011					0
11934	27.05.2011					0
11934	28.05.2011					0
11934	29.05.2011					0
11934	30.05.2011					0
11934	31.05.2011					0
11934	01.06.2011					0
11934	02.06.2011					0
11934	03.06.2011					0
11934	04.06.2011					0
11934	05.06.2011					0
11934	06.06.2011					0
11934	07.06.2011					0
11934	08.06.2011					0
11934	09.06.2011					0
11934	10.06.2011					0
11934	11.06.2011					0
11934	12.06.2011					0
11934	13.06.2011					0
11934	14.06.2011					0
11934	15.06.2011					0
11934	16.06.2011					0
11934	17.06.2011					0
11934	18.06.2011					0
11934	19.06.2011					0
11934	20.06.2011					0
11934	21.06.2011					0
11934	22.06.2011					0
11934	23.06.2011					0
11934	24.06.2011					0
11934	25.06.2011					0
11934	26.06.2011					0
11934	27.06.2011					0
11934	28.06.2011					0
11934	29.06.2011					0
11934	30.06.2011					0
11934	01.07.2011					0
11934	02.07.2011					0
11934	03.07.2011					0
11934	04.07.2011					0
11934	05.07.2011					0
11934	06.07.2011					0
11934	07.07.2011					0
11934	08.07.2011					0
11934	09.07.2011					0
11934	10.07.2011					0
11934	11.07.2011					0
11934	12.07.2011					0
11934	13.07.2011					0
11934	14.07.2011					0
11934	15.07.2011					0
11934	16.07.2011					0
11934	17.07.2011					0
11934	18.07.2011					0
11934	19.07.2011					0
11934	20.07.2011					0
11934	21.07.2011					0
11934	22.07.2011					0
11934	23.07.2011					0
11934	24.07.2011					0
11934	25.07.2011					0
11934	26.07.2011					0
11934	27.07.2011					0
11934	28.07.2011					0
11934	29.07.2011					0
11934	30.07.2011					0
11934	31.07.2011					0
11934	01.08.2011					0
11934	02.08.2011					0
11934	03.08.2011					0
11934	04.08.2011					0
11934	05.08.2011					0
11934	06.08.2011					0
11934	07.08.2011					0
11934	08.08.2011					0
11934	09.08.2011					0
11934	10.08.2011					0
11934	11.08.2011					0
11934	12.08.2011					0
11934	13.08.2011					0
11934	14.08.2011					0
11934	15.08.2011					0
11934	16.08.2011					0
11934	17.08.2011					0
11934	18.08.2011					0
11934	19.08.2011					0
11934	20.08.2011					0
11934	21.08.2011					0
11934	22.08.2011					0
11934	23.08.2011					0
11934	24.08.2011					0
11934	25.08.2011					0
11934	26.08.2011					0
11934	27.08.2011					0
11934	28.08.2011					0
11934	29.08.2011					0
11934	30.08.2011					0
11934	31.08.2011					0
11934	01.09.2011					0
11934	02.09.2011					0
11934	03.09.2011					0
11934	04.09.2011					0
11934	05.09.2011					0
11934	06.09.2011					0
11934	07.09.2011					0
11934	08.09.2011					0
11934	09.09.2011					0
11934	10.09.2011					0
11934	11.09.2011					0
11934	12.09.2011					0
11934	13.09.2011					0
11934	14.09.2011					0
11934	15.09.2011					0
11934	16.09.2011					0
11934	17.09.2011					0
11934	18.09.2011					0
11934	19.09.2011					0
11934	20.09.2011					0
11934	21.09.2011					0
11934	22.09.2011					0
11934	23.09.2011					0
11934	24.09.2011					0
11934	25.09.2011					0
11934	26.09.2011					0
11934	27.09.2011					0
11934	28.09.2011					0
11934	29.09.2011					0
11934	30.09.2011					0
11934	01.10.2011					0
11934	02.10.2011					0
11934	03.10.2011					0
11934	04.10.2011					0
11934	05.10.2011					0
11934	06.10.2011					0
11934	07.10.2011					0
11934	08.10.2011					1
11934	09.10.2011					0
11934	10.10.2011					0
11934	11.10.2011					0
11934	12.10.2011					0
11934	13.10.2011					0
11934	14.10.2011					0
11934	15.10.2011					0
11934	16.10.2011					0
11934	17.10.2011					0
11934	18.10.2011					0
11934	19.10.2011					0
11934	20.10.2011					0
11934	21.10.2011					0
11934	22.10.2011					0
11934	23.10.2011					0
11934	24.10.2011					0
11934	25.10.2011					0
11934	26.10.2011					0
11934	27.10.2011					0
11934	28.10.2011					0
11934	29.10.2011					0
11934	30.10.2011					0
11934	31.10.2011					0
11934	01.11.2011					0
11934	02.11.2011					0
11934	03.11.2011					0
11934	04.11.2011					0
11934	05.11.2011					0
11934	06.11.2011					0
11934	07.11.2011					0
11934	08.11.2011					0
11934	09.11.2011					0
11934	10.11.2011					0
11934	11.11.2011					0
11934	12.11.2011					0
11934	13.11.2011					0
11934	14.11.2011					0
11934	15.11.2011					0
11934	16.11.2011					0
11934	17.11.2011					0
11934	18.11.2011					0
11934	19.11.2011					0
11934	20.11.2011					0
11934	21.11.2011					0
11934	22.11.2011					0
11934	23.11.2011					0
11934	24.11.2011					0
11934	25.11.2011					0
11934	26.11.2011					0
11934	27.11.2011					0
11934	28.11.2011					0
11934	29.11.2011					0
11934	30.11.2011					0
11934	01.12.2011					0
11934	02.12.2011					0
11934	03.12.2011					0
11934	04.12.2011					0
11934	05.12.2011					0
11934	06.12.2011					0
11934	07.12.2011					1
11934	08.12.2011					8
11934	09.12.2011					9
11934	10.12.2011					4
11934	11.12.2011					0
11934	12.12.2011					0
11934	13.12.2011					0
11934	14.12.2011					0
11934	15.12.2011					0
11934	16.12.2011					0
11934	17.12.2011					0
11934	18.12.2011					1
11934	19.12.2011					1
11934	20.12.2011					1
11934	21.12.2011					1
11934	22.12.2011					1
11934	23.12.2011					1
11934	24.12.2011					1
11934	25.12.2011					1
11934	26.12.2011					1
11934	27.12.2011					0
11934	28.12.2011					0
11934	29.12.2011					0
11934	30.12.2011					0
11934	31.12.2011					0
11934	01.01.2012					0
11934	02.01.2012					0
11934	03.01.2012					0
11934	04.01.2012					0
11934	05.01.2012					0
11934	06.01.2012					3
11934	07.01.2012					3
11934	08.01.2012					4
11934	09.01.2012					6
11934	10.01.2012					6
11934	11.01.2012					13
11934	12.01.2012					9
11934	13.01.2012					6
11934	14.01.2012					16
11934	15.01.2012					15
11934	16.01.2012					15
11934	17.01.2012					13
11934	18.01.2012					15
11934	19.01.2012					14
11934	20.01.2012					15
11934	21.01.2012					18
11934	22.01.2012					18
11934	23.01.2012					20
11934	24.01.2012					20
11934	25.01.2012					19
11934	26.01.2012					19
11934	27.01.2012					19
11934	28.01.2012					18
11934	29.01.2012					18
11934	30.01.2012					18
11934	31.01.2012					18
11934	01.02.2012					17
11934	02.02.2012					17
11934	03.02.2012					17
11934	04.02.2012					17
11934	05.02.2012					19
11934	06.02.2012					19
11934	07.02.2012					20
11934	08.02.2012					20
11934	09.02.2012					19
11934	10.02.2012					18
11934	11.02.2012					18
11934	12.02.2012					18
11934	13.02.2012					18
11934	14.02.2012					18
11934	15.02.2012					18
11934	16.02.2012					23
11934	17.02.2012					23
11934	18.02.2012					27
11934	19.02.2012					23
11934	20.02.2012					22
11934	21.02.2012					21
11934	22.02.2012					21
11934	23.02.2012					19
11934	24.02.2012					17
11934	25.02.2012					7
11934	26.02.2012					0
11934	27.02.2012					0
11934	28.02.2012					0
11934	29.02.2012					0
11934	01.03.2012					0
11934	02.03.2012					0
11934	03.03.2012					0
11934	04.03.2012					0
11934	05.03.2012					0
11934	06.03.2012					0
11934	07.03.2012					0
11934	08.03.2012					0
11934	09.03.2012					0
11934	10.03.2012					0
11934	11.03.2012					0
11934	12.03.2012					0
11934	13.03.2012					0
11934	14.03.2012					0
11934	15.03.2012					0
11934	16.03.2012					0
11934	17.03.2012					0
11934	18.03.2012					0
11934	19.03.2012					0
11934	20.03.2012					0
11934	21.03.2012					0
11934	22.03.2012					0
11934	23.03.2012					0
11934	24.03.2012					0
11934	25.03.2012					0
11934	26.03.2012					0
11934	27.03.2012					0
11934	28.03.2012					0
11934	29.03.2012					0
11934	30.03.2012					0
11934	31.03.2012					0
11934	01.04.2012					0
11934	02.04.2012					0
11934	03.04.2012					0
11934	04.04.2012					0
11934	05.04.2012					0
11934	06.04.2012					0
11934	07.04.2012					0
11934	08.04.2012					0
11934	09.04.2012					0
11934	10.04.2012					0
11934	11.04.2012					0
11934	12.04.2012					0
11934	13.04.2012					0
11934	14.04.2012					0
11934	15.04.2012					0
11934	16.04.2012					0
11934	17.04.2012					0
11934	18.04.2012					0
11934	19.04.2012					0
11934	20.04.2012					0
11934	21.04.2012					0
11934	22.04.2012					0
11934	23.04.2012					0
11934	24.04.2012					0
11934	25.04.2012					0
11934	26.04.2012					0
11934	27.04.2012					0
11934	28.04.2012					0
11934	29.04.2012					0
11934	30.04.2012					0
11934	01.05.2012					0
11934	02.05.2012					0
11934	03.05.2012					0
11934	04.05.2012					0
11934	05.05.2012					0
11934	06.05.2012					0
11934	07.05.2012					0
11934	08.05.2012					0
11934	09.05.2012					0
11934	10.05.2012					0
11934	11.05.2012					0
11934	12.05.2012					0
11934	13.05.2012					0
11934	14.05.2012					0
11934	15.05.2012					0
11934	16.05.2012					0
11934	17.05.2012					0
11934	18.05.2012					0
11934	19.05.2012					0
11934	20.05.2012					0
11934	21.05.2012					0
11934	22.05.2012					0
11934	23.05.2012					0
11934	24.05.2012					0
11934	25.05.2012					0
11934	26.05.2012					0
11934	27.05.2012					0
